##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	ERR458882.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1131784
Sequences flagged as poor quality	0
Sequence length	51
%GC	42
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.51484558891096	31.0	30.0	31.0	28.0	34.0
2	27.891890148650273	31.0	27.0	31.0	16.0	34.0
3	26.865523810196997	30.0	25.0	31.0	16.0	34.0
4	30.327529811342092	35.0	28.0	35.0	19.0	37.0
5	33.0398167848282	35.0	32.0	37.0	28.0	37.0
6	34.138947891117034	35.0	33.0	37.0	30.0	37.0
7	34.7010003675613	35.0	35.0	37.0	32.0	37.0
8	34.85960748694097	35.0	35.0	37.0	32.0	37.0
9	36.49149395997823	38.0	35.0	39.0	32.0	39.0
10	36.613186791826	38.0	35.0	39.0	32.0	39.0
11	36.594699165211736	38.0	35.0	39.0	32.0	39.0
12	36.53814155351198	38.0	35.0	39.0	32.0	39.0
13	36.48917372926283	38.0	35.0	39.0	32.0	39.0
14	37.63236713012377	39.0	36.0	41.0	32.0	41.0
15	37.61109098555908	39.0	36.0	41.0	32.0	41.0
16	37.59966124278131	39.0	36.0	41.0	32.0	41.0
17	37.523023827868215	39.0	36.0	41.0	32.0	41.0
18	37.468194461133926	39.0	36.0	40.0	32.0	41.0
19	37.52606416065256	39.0	36.0	40.0	32.0	41.0
20	37.46759805757989	39.0	36.0	40.0	32.0	41.0
21	37.366810274752076	39.0	36.0	40.0	32.0	41.0
22	37.35299403419734	39.0	36.0	40.0	32.0	41.0
23	37.183259349840604	39.0	36.0	40.0	31.0	41.0
24	37.36209205996904	39.0	36.0	40.0	32.0	41.0
25	37.34585044496123	39.0	36.0	40.0	32.0	41.0
26	37.251937648879995	39.0	36.0	40.0	31.0	41.0
27	37.2685017635874	39.0	36.0	40.0	31.0	41.0
28	37.19886745173991	39.0	36.0	40.0	31.0	41.0
29	37.17529493260198	39.0	36.0	40.0	31.0	41.0
30	37.11194715599443	39.0	36.0	40.0	31.0	41.0
31	37.04612364196702	39.0	36.0	40.0	31.0	41.0
32	37.009090073724316	39.0	36.0	40.0	30.0	41.0
33	36.954592042297826	39.0	36.0	40.0	30.0	41.0
34	36.87054331921992	39.0	36.0	40.0	30.0	41.0
35	36.849494249786176	39.0	36.0	40.0	30.0	41.0
36	36.75417040707414	39.0	35.0	40.0	30.0	41.0
37	36.723509963031816	39.0	35.0	40.0	30.0	41.0
38	36.63528729863649	38.0	35.0	40.0	30.0	41.0
39	36.59668452637606	38.0	35.0	40.0	30.0	41.0
40	36.5025199154609	38.0	35.0	40.0	30.0	41.0
41	36.4180037887088	38.0	35.0	40.0	30.0	41.0
42	36.332834710510134	38.0	35.0	40.0	30.0	41.0
43	36.51133166752667	38.0	35.0	40.0	30.0	41.0
44	36.508278081330005	39.0	35.0	40.0	30.0	41.0
45	36.48537971909835	39.0	35.0	40.0	30.0	41.0
46	36.428612703484056	39.0	35.0	40.0	30.0	41.0
47	36.354568539579994	39.0	35.0	40.0	30.0	41.0
48	36.20472811066423	38.0	35.0	40.0	30.0	41.0
49	36.06011217688181	39.0	35.0	40.0	30.0	41.0
50	35.82528733397892	38.0	35.0	40.0	29.0	41.0
51	34.19567514649438	37.0	33.0	40.0	26.0	40.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	1.3183129727024117
1101	2	4.455426383819198
1101	3	2.1973879858480316
1101	4	4.6880391833211235
1101	5	2.302107066176305
1101	6	1.3623278452735263
1101	7	1.0146354597545084
1101	8	0.8565831450105676
1101	9	0.7829984786330897
1101	10	0.8411194126507127
1101	11	0.8017514246576454
1101	12	0.7189747251666319
1101	13	0.9062824580013924
1101	14	0.9244604134162913
1101	15	0.720478507418477
1101	16	0.9002908262420206
1101	17	0.8438636704487479
1101	18	0.8904457683198288
1101	19	0.8823156356328781
1101	20	0.9775214502014933
1101	21	0.9666139850942486
1101	22	0.9339052738332327
1101	23	1.0967943657968604
1101	24	0.8898244144718532
1101	25	0.701094571402507
1101	26	0.9014870313153338
1101	27	0.7102863609794028
1101	28	0.980183416966824
1101	29	0.8572774019677993
1101	30	0.7608901283709884
1101	31	0.6966018617363616
1101	32	0.9165497706252808
1101	33	0.7228177446804835
1101	34	0.6036430897430591
1101	35	0.7724932455452986
1101	36	0.6746850807826448
1101	37	0.7537885205939219
1101	38	0.7092252761687377
1101	39	0.5752318057001702
1101	40	0.5872943159663535
1101	41	0.3031586867585929
1101	42	0.6421394223600458
1101	43	0.7299258150872561
1101	44	0.8188816451292382
1101	45	0.6643446671607478
1101	46	0.770099971870458
1101	47	0.8138587377537334
1101	48	0.7940062791035132
1101	49	0.9241418498890042
1101	50	1.035888138591666
1101	51	1.2590566448431346
1102	1	0.9857546291333641
1102	2	1.305195349134749
1102	3	1.7718016256678837
1102	4	4.130019397059542
1102	5	2.167008176646817
1102	6	1.2717731113603037
1102	7	0.9155245046161795
1102	8	0.7274794593180118
1102	9	0.7125600558521512
1102	10	0.7893601232181524
1102	11	0.8655617004787999
1102	12	0.781423024366994
1102	13	0.7876296450601075
1102	14	0.9526190711590843
1102	15	1.0263926611129435
1102	16	0.8526571561745868
1102	17	0.757265353283664
1102	18	1.0398892797128099
1102	19	0.8013448721739636
1102	20	0.6718078329419939
1102	21	0.9226484606496896
1102	22	0.9677813088936844
1102	23	0.968162776294939
1102	24	0.9377296442949685
1102	25	0.8320281520641117
1102	26	0.8492431121649417
1102	27	0.9086043616311485
1102	28	0.7055383246782867
1102	29	0.6950476039246993
1102	30	0.8667587435833539
1102	31	0.8759169462541152
1102	32	0.9590446945467761
1102	33	1.0688851416339986
1102	34	1.0042626637702483
1102	35	0.8840667045481254
1102	36	0.6679483099205896
1102	37	0.7646655332694934
1102	38	0.9285139567225542
1102	39	0.9023756655252058
1102	40	1.0193813989132394
1102	41	0.8042240365693374
1102	42	0.7535081670855206
1102	43	0.8861604092934243
1102	44	0.725387799091088
1102	45	0.7187610643565776
1102	46	0.8624783339891309
1102	47	0.7948558216197412
1102	48	0.9057155179841843
1102	49	0.8763577774953504
1102	50	1.0121809719208201
1102	51	0.8097171617257999
1103	1	0.9428164928698912
1103	2	4.142045445777011
1103	3	2.4920138157042153
1103	4	2.366155356017245
1103	5	1.4922104486916155
1103	6	1.0865646643612905
1103	7	0.576944574909156
1103	8	0.4826065745570318
1103	9	0.5704620940099829
1103	10	0.5289716086329932
1103	11	0.5341326638139563
1103	12	0.33058052376430425
1103	13	0.4843283707356534
1103	14	0.8348000988237274
1103	15	0.823452367844915
1103	16	0.6467742434571448
1103	17	0.6639981680900178
1103	18	0.5359125669031641
1103	19	0.4233890357848722
1103	20	0.5788176748039575
1103	21	0.6747483680253765
1103	22	0.5488878522304432
1103	23	0.5506808887890742
1103	24	0.6972691026753495
