##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	ERR458882_trimmed.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1131400
Sequences flagged as poor quality	0
Sequence length	20-51
%GC	42
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.51573360438395	31.0	30.0	31.0	28.0	34.0
2	27.892295386247127	31.0	27.0	31.0	16.0	34.0
3	26.865745094573096	30.0	25.0	31.0	16.0	34.0
4	30.32791497260032	35.0	28.0	35.0	19.0	37.0
5	33.04079017146898	35.0	32.0	37.0	28.0	37.0
6	34.14015732720523	35.0	33.0	37.0	30.0	37.0
7	34.70244387484532	35.0	35.0	37.0	32.0	37.0
8	34.861030581580344	35.0	35.0	37.0	32.0	37.0
9	36.49331005833481	38.0	35.0	39.0	32.0	39.0
10	36.614841788934065	38.0	35.0	39.0	32.0	39.0
11	36.59645660243945	38.0	35.0	39.0	32.0	39.0
12	36.5403234930175	38.0	35.0	39.0	32.0	39.0
13	36.4910694714513	38.0	35.0	39.0	32.0	39.0
14	37.63434063991515	39.0	36.0	41.0	32.0	41.0
15	37.61364857698427	39.0	36.0	41.0	32.0	41.0
16	37.602164574863004	39.0	36.0	41.0	32.0	41.0
17	37.52577602969772	39.0	36.0	41.0	32.0	41.0
18	37.47145306699664	39.0	36.0	40.0	32.0	41.0
19	37.52944316775676	39.0	36.0	40.0	32.0	41.0
20	37.47187378469153	39.0	36.0	40.0	32.0	41.0
21	37.372145975439764	39.0	36.0	40.0	32.0	41.0
22	37.36023874010848	39.0	36.0	40.0	32.0	41.0
23	37.19272553999733	39.0	36.0	40.0	31.0	41.0
24	37.374817535350175	39.0	36.0	40.0	32.0	41.0
25	37.36270401382302	39.0	36.0	40.0	32.0	41.0
26	37.27590092480559	39.0	36.0	40.0	31.0	41.0
27	37.29919363756596	39.0	36.0	40.0	31.0	41.0
28	37.235879375641524	39.0	36.0	40.0	31.0	41.0
29	37.21941123210052	39.0	36.0	40.0	31.0	41.0
30	37.16363349849987	39.0	36.0	40.0	31.0	41.0
31	37.10724509824763	39.0	36.0	40.0	31.0	41.0
32	37.07955067011396	39.0	36.0	40.0	31.0	41.0
33	37.03589275869465	39.0	36.0	40.0	30.0	41.0
34	36.96263903075701	39.0	36.0	40.0	30.0	41.0
35	36.95475709983456	39.0	36.0	40.0	30.0	41.0
36	36.87229399387113	39.0	35.0	40.0	30.0	41.0
37	36.85786689350095	39.0	35.0	40.0	30.0	41.0
38	36.78966563783266	38.0	35.0	40.0	30.0	41.0
39	36.771458013074984	38.0	35.0	40.0	30.0	41.0
40	36.70129321199405	38.0	35.0	40.0	30.0	41.0
41	36.64546215717887	38.0	35.0	40.0	30.0	41.0
42	36.5950593348892	38.0	35.0	40.0	30.0	41.0
43	36.817511109999714	39.0	35.0	40.0	30.0	41.0
44	36.86224577423464	39.0	35.0	40.0	30.0	41.0
45	36.90145119041002	39.0	35.0	40.0	30.0	41.0
46	36.93224060815659	39.0	35.0	40.0	30.0	41.0
47	36.97069860257794	39.0	35.0	40.0	31.0	41.0
48	36.98595681748799	39.0	35.0	40.0	31.0	41.0
49	37.069874986672104	39.0	35.0	40.0	31.0	41.0
50	37.17648849720987	39.0	35.0	40.0	31.0	41.0
51	36.17003715196826	38.0	34.0	40.0	30.0	40.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	1.2072662669363012
1101	2	4.445321437175146
1101	3	1.8795179393783599
1101	4	4.5018493316305985
1101	5	2.233661356356059
1101	6	1.3033903888018443
1101	7	1.0213712753897184
1101	8	0.8777095630134966
1101	9	0.8825279578066443
1101	10	0.6719319380545699
1101	11	0.7414043050149246
1101	12	0.5340634747374082
1101	13	0.8579844879265863
1101	14	0.9599133523774199
1101	15	0.7416439294908486
1101	16	0.8784517510737757
1101	17	0.7525038972372968
1101	18	0.7308293381538462
1101	19	0.6889028062867766
1101	20	0.7117258135268543
1101	21	0.7870760150680667
1101	22	0.729776488465852
1101	23	0.8797014239540744
1101	24	0.8253489791269928
1101	25	0.5674802149181986
1101	26	0.4658148115731393
1101	27	0.4911407282701603
1101	28	0.7665053103722528
1101	29	0.6916731974702515
1101	30	0.5912430240999313
1101	31	0.6590068499524264
1101	32	0.6324706127895041
1101	33	0.42283260548742874
1101	34	0.4660302382790036
1101	35	0.5044292705950184
1101	36	0.5798397053625806
1101	37	0.5828430185493545
1101	38	0.6155610116084773
1101	39	0.6147759013612983
1101	40	0.5965330486613283
1101	41	0.26376242762706426
1101	42	0.345529740589015
1101	43	0.48052614778026737
1101	44	0.5983404937871981
1101	45	0.33779815659917745
1101	46	0.48496820127419227
1101	47	0.487012472478078
1101	48	0.3292221255678669
1101	49	0.4855734824039146
1101	50	0.37454434621371746
1101	51	0.4043736449223161
1102	1	1.0007245421609774
1102	2	1.4945705065942612
1102	3	1.7306981972256885
1102	4	4.128284067925637
1102	5	2.109232436213304
1102	6	1.1930187385531568
1102	7	0.9529549760813083
1102	8	0.5885987622799718
1102	9	0.7342272286439311
1102	10	0.6997038386424919
1102	11	0.6707303514848846
1102	12	0.7378180753570902
1102	13	0.7576504582769701
1102	14	0.8285326558264359
1102	15	0.8392162802153535
1102	16	0.7596727178043068
1102	17	0.7778926602749223
1102	18	0.7828076699715041
1102	19	0.7005622989088778
1102	20	0.7831990261475497
1102	21	0.8393049252259743
1102	22	0.6073464465703822
1102	23	0.9253138968921277
1102	24	0.8425045067476375
1102	25	0.5915997363851062
1102	26	0.7273756344711728
1102	27	0.7505098286631195
1102	28	0.5985527175309002
1102	29	0.5323412040142301
1102	30	0.7012524490913066
1102	31	0.585335831734362
1102	32	0.620902097045267
1102	33	0.7668901440529083
1102	34	0.5828864481652758
1102	35	0.6757392915085987
1102	36	0.6605837341091458
1102	37	0.5487417009984483
1102	38	0.7019963962130191
1102	39	0.7003918659459316
1102	40	0.7001283563302323
1102	41	0.6605113753250791
1102	42	0.7710820377542191
1102	43	0.8509878997687395
1102	44	0.42559593279924
1102	45	0.6538222153231601
1102	46	0.732616098443863
1102	47	0.6176047415708084
1102	48	0.6140765881656733
1102	49	0.5887066240981014
1102	50	0.561893504298844
1102	51	0.6419820683930908
1103	1	0.9600396203218153
1103	2	4.176749129693171
1103	3	2.3919173651568073
1103	4	2.4486750485530457
1103	5	1.4344796220702491
1103	6	1.0045692519798806
1103	7	0.6114905630815528
1103	8	0.6300744671390035
1103	9	0.6126089640615575
1103	10	0.4027512291643873
1103	11	0.4572312865919841
1103	12	0.3671553843658728
1103	13	0.5334812921102028
1103	14	0.7657276874083507
1103	15	0.7202900654583075
1103	16	0.6687774850861459
1103	17	0.6554536186714799
1103	18	0.7562389837087622
1103	19	0.5535451141105412
1103	20	0.6140794383004149
1103	21	0.7616458616005204
1103	22	0.7248722124775497
1103	23	0.6569804663456296
1103	24	0.6841626451685769
1103	25	0.5928773990198763
1103	26	0.6567665468567867
1103	27	0.6269277006316258
1103	28	0.3988210306450739
1103	29	0.565063923033847
1103	30	0.43671527858278836
1103	31	0.23289087577455803
1103	32	0.37527506595269955
1103	33	0.45943559085779384
1103	34	0.4771263051195973
1103	35	0.5756534357179461
1103	36	0.5548901633659966
1103	37	0.43283438815794995
1103	38	0.5476670884325756
1103	39	0.48193697344040487
1103	40	0.5484388538816916
1103	41	0.4709512988614861
1103	42	0.4224203317259594
1103	43	0.44086111260931204
1103	44	0.5453524102884089
1103	45	0.6616064742333805
1103	46	0.5599505059499208
1103	47	0.6967469807084399
1103	48	0.45480155826453483
1103	49	0.5572009947418124
1103	50	0.3051828790671749
1103	51	0.27649152987076775
1104	1	0.9758738051123572
1104	2	3.0000464585502726
1104	3	2.188025962441877
1104	4	3.6985232458964994
1104	5	1.9670485901041133
1104	6	1.170235578063668
1104	7	0.7481260907417493
1104	8	0.603995062672503
1104	9	0.7571294720166009
1104	10	0.6587810058393302
1104	11	0.5085595598367618
1104	12	0.45238235853022957
1104	13	0.65248873627894
1104	14	0.6301956482899769
1104	15	0.8034166163267926
