##FastQC	0.11.7
>>Basic Statistics	pass
#Measure	Value
Filename	ERR458881_trimmed.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1321308
Sequences flagged as poor quality	0
Sequence length	20-51
%GC	42
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.192902790265403	31.0	30.0	31.0	27.0	34.0
2	28.41696334238497	31.0	27.0	31.0	16.0	34.0
3	27.11784383353465	31.0	25.0	31.0	16.0	34.0
4	30.752293939036168	35.0	28.0	37.0	19.0	37.0
5	33.28689147420586	35.0	32.0	37.0	28.0	37.0
6	30.66038501242708	35.0	32.0	37.0	10.0	37.0
7	32.28980525358206	35.0	32.0	37.0	17.0	37.0
8	34.147775537573374	35.0	33.0	37.0	30.0	37.0
9	36.208505511205566	37.0	35.0	39.0	32.0	39.0
10	36.577093304513404	38.0	35.0	39.0	32.0	39.0
11	36.62558086381071	38.0	35.0	39.0	32.0	39.0
12	36.611202687034364	38.0	35.0	39.0	32.0	39.0
13	36.59665119714707	38.0	35.0	39.0	32.0	39.0
14	37.75648675403464	40.0	36.0	41.0	32.0	41.0
15	37.755595213228105	40.0	36.0	41.0	32.0	41.0
16	37.67098511474993	39.0	36.0	41.0	32.0	41.0
17	37.545466310655804	39.0	36.0	41.0	32.0	41.0
18	37.60564607192267	39.0	36.0	40.0	32.0	41.0
19	37.48265885016968	39.0	36.0	40.0	32.0	41.0
20	37.56174487704608	39.0	36.0	40.0	32.0	41.0
21	37.56480905434636	39.0	36.0	40.0	32.0	41.0
22	37.534019529260206	39.0	36.0	40.0	32.0	41.0
23	37.433611839884215	39.0	36.0	40.0	32.0	41.0
24	37.59676615936192	39.0	36.0	40.0	32.0	41.0
25	37.56081663246996	39.0	36.0	40.0	32.0	41.0
26	37.46307933002861	39.0	36.0	40.0	32.0	41.0
27	37.46541470242496	39.0	36.0	40.0	32.0	41.0
28	37.402015768265436	39.0	36.0	40.0	32.0	41.0
29	37.36626437735329	39.0	36.0	40.0	31.0	41.0
30	37.3185051843318	39.0	36.0	40.0	31.0	41.0
31	37.27439684230882	39.0	36.0	40.0	31.0	41.0
32	37.230063725382365	39.0	36.0	40.0	31.0	41.0
33	37.15294139071566	39.0	36.0	40.0	31.0	41.0
34	37.1192814451254	39.0	36.0	40.0	31.0	41.0
35	37.08500217179341	39.0	36.0	40.0	31.0	41.0
36	37.01672774622507	39.0	36.0	40.0	30.0	41.0
37	36.99310044451471	39.0	36.0	40.0	30.0	41.0
38	36.91888734670596	39.0	35.0	40.0	30.0	41.0
39	36.88451738791613	39.0	35.0	40.0	30.0	41.0
40	36.826685412298545	39.0	35.0	40.0	30.0	41.0
41	36.77866866697464	38.0	35.0	40.0	30.0	41.0
42	36.72901140582846	38.0	35.0	40.0	30.0	41.0
43	36.947878330296994	39.0	35.0	40.0	30.0	41.0
44	37.014085908427816	39.0	35.0	40.0	31.0	41.0
45	37.04208305565547	39.0	35.0	40.0	31.0	41.0
46	37.04679983850191	39.0	36.0	40.0	31.0	41.0
47	37.08979356265322	39.0	36.0	40.0	31.0	41.0
48	37.09139322174229	39.0	36.0	40.0	31.0	41.0
49	37.15896408884304	39.0	36.0	40.0	31.0	41.0
50	37.26700054940893	39.0	36.0	40.0	31.0	41.0
51	36.32822388520561	38.0	34.0	40.0	30.0	40.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	1.2890029357535155
1101	2	3.487148042906263
1101	3	4.93897299268729
1101	4	5.3239195457218855
1101	5	2.408910187424702
1101	6	5.969171614627019
1101	7	4.00205928294168
1101	8	1.6706000500231042
1101	9	1.1597979812205494
1101	10	0.7766822884402771
1101	11	0.6919960725655017
1101	12	0.5685384356392333
1101	13	0.5959101149559061
1101	14	0.5151718814852373
1101	15	0.5617010232557007
1101	16	0.6977464870778505
1101	17	0.5341803891540309
1101	18	0.5137638436810334
1101	19	0.3921633378997953
1101	20	0.38453492618806706
1101	21	0.3737395012811646
1101	22	0.5462665176534713
1101	23	0.5148933065760914
1101	24	0.3601756436036183
1101	25	0.4686678919876357
1101	26	0.45034957852757884
1101	27	0.46341076224450006
1101	28	0.3548286691910363
1101	29	0.16524718573538166
1101	30	0.29663200847033266
1101	31	0.2724989081347431
1101	32	0.36396722721164565
1101	33	0.31755633311046694
1101	34	0.26166469555538896
1101	35	0.396347855820558
1101	36	0.27208914027656306
1101	37	0.3271851095829561
1101	38	0.08606863802402387
1101	39	0.20876133474856573
1101	40	-0.14825059073493208
1101	41	0.17352863249557515
1101	42	-0.021528580993553703
1101	43	0.05387230787280828
1101	44	0.2623272220441919
1101	45	0.348624337028852
1101	46	0.18342945142372002
1101	47	0.1123887735396778
1101	48	-0.09968192226974537
1101	49	0.19820836684942833
1101	50	0.33158431509939845
1101	51	0.07699604534384719
1102	1	0.8946655904025143
1102	2	2.595076258593217
1102	3	2.880954293219471
1102	4	3.855385500063093
1102	5	1.8713792160266962
1102	6	5.7836951165295964
1102	7	3.7768592803533494
1102	8	1.5197387978804144
1102	9	1.0778593943328616
1102	10	0.6301589578606439
1102	11	0.4844580479621712
1102	12	0.46866455520847694
1102	13	0.469536950784466
1102	14	0.46602006871286505
1102	15	0.3796090776833978
1102	16	0.6875459930145311
1102	17	0.3826911583108483
1102	18	0.5089646443384694
1102	19	0.23550699477568315
1102	20	0.3361762523632237
1102	21	0.2966880028210852
1102	22	0.42766559172754626
1102	23	0.4255386769464664
1102	24	0.4537986507450995
1102	25	0.30066357357787865
1102	26	0.4341076110430606
1102	27	0.4314558267384143
1102	28	0.5101482529888841
1102	29	0.3389586312946591
1102	30	0.5244590244495271
1102	31	0.49941047908723135
1102	32	0.4229629755901314
1102	33	0.4598374475077449
1102	34	0.30775956991788433
1102	35	0.46613496076108163
1102	36	0.6616322301413788
1102	37	0.3811717405865025
1102	38	0.3082249474857832
1102	39	0.30631350126973445
1102	40	0.5614571310822214
1102	41	0.4424970114115965
1102	42	0.41272842448462654
1102	43	0.574823039988587
1102	44	0.27880378023225205
1102	45	0.25673076485293933
1102	46	0.2540220567154492
1102	47	0.42214381022258607
1102	48	0.42655707309068447
1102	49	0.31411236260645836
1102	50	0.4562831485266088
1102	51	0.4960102674271454
1103	1	0.3841356575232773
1103	2	0.7864630544618443
1103	3	1.18387058097467
1103	4	1.82815356386417
1103	5	0.8252810511334445
1103	6	5.314988971459453
1103	7	3.420760446846529
1103	8	1.3232920953327039
1103	9	0.8244976016885559
1103	10	0.3861493517471004
1103	11	0.3867896824811865
1103	12	0.3925277386055228
1103	13	0.3853760407100637
1103	14	0.32606317419268294
1103	15	0.44787306093225254
1103	16	0.5676770997307372
1103	17	0.347262312129601
1103	18	0.308655693721974
1103	19	-0.0016001810554371332
1103	20	0.03771665763073173
1103	21	0.18237994673910407
1103	22	0.15086133761556653
1103	23	0.1847778296335818
1103	24	0.23117231658740423
